,sentiment
2258,neutral
2259,positive
2260,neutral
2261,neutral
2262,positive
2263,neutral
2264,neutral
2265,positive
2266,neutral
2267,neutral
2268,neutral
2269,negative
2270,neutral
2271,neutral
2272,positive
2273,positive
2274,neutral
2275,neutral
2276,neutral
2277,positive
2278,neutral
2279,neutral
2280,neutral
2281,neutral
2282,neutral
2283,neutral
2284,neutral
2285,positive
2286,neutral
2287,positive
2288,neutral
2289,neutral
2290,neutral
2291,neutral
2292,neutral
2293,neutral
2294,neutral
2295,positive
2296,neutral
2297,neutral
2298,neutral
2299,neutral
2300,neutral
2301,positive
2302,neutral
2303,neutral
2304,neutral
2305,neutral
2306,neutral
2307,neutral
2308,neutral
2309,neutral
2310,neutral
2311,neutral
2312,negative
2313,neutral
2314,positive
2315,neutral
2316,neutral
2317,negative
2318,neutral
2319,neutral
2320,neutral
2321,neutral
2322,positive
2323,neutral
2324,positive
2325,neutral
2326,negative
2327,neutral
2328,neutral
2329,positive
2330,neutral
2331,neutral
2332,neutral
2333,neutral
2334,negative
2335,positive
2336,neutral
2337,positive
2338,neutral
2339,neutral
2340,positive
2341,positive
2342,positive
2343,negative
2344,positive
2345,neutral
2346,positive
2347,neutral
2348,neutral
2349,neutral
2350,positive
2351,positive
2352,neutral
2353,neutral
2354,positive
2355,neutral
2356,positive
2357,neutral
2358,neutral
2359,neutral
2360,positive
2361,positive
2362,positive
2363,neutral
2364,neutral
2365,neutral
2366,positive
2367,neutral
2368,neutral
2369,neutral
2370,negative
2371,neutral
2372,negative
2373,positive
2374,positive
2375,neutral
2376,neutral
2377,neutral
2378,neutral
2379,positive
2380,negative
2381,positive
2382,neutral
2383,neutral
2384,negative
2385,neutral
2386,negative
2387,neutral
2388,neutral
2389,neutral
2390,neutral
2391,neutral
2392,neutral
2393,neutral
2394,neutral
2395,neutral
2396,neutral
2397,neutral
2398,neutral
2399,neutral
2400,neutral
2401,negative
2402,neutral
2403,neutral
2404,neutral
2405,positive
2406,neutral
2407,neutral
2408,positive
2409,neutral
2410,neutral
2411,neutral
2412,positive
2413,neutral
2414,neutral
2415,neutral
2416,neutral
2417,neutral
2418,neutral
2419,neutral
2420,negative
2421,neutral
2422,positive
2423,positive
2424,neutral
2425,neutral
2426,neutral
2427,neutral
2428,positive
2429,neutral
2430,neutral
2431,neutral
2432,positive
2433,negative
2434,positive
2435,neutral
2436,positive
2437,positive
2438,neutral
2439,positive
2440,neutral
2441,neutral
2442,neutral
2443,positive
2444,positive
2445,negative
2446,neutral
2447,neutral
2448,neutral
2449,positive
2450,neutral
2451,neutral
2452,positive
2453,neutral
2454,neutral
2455,positive
2456,neutral
2457,neutral
2458,neutral
2459,neutral
2460,neutral
2461,positive
2462,positive
2463,neutral
2464,neutral
2465,neutral
2466,neutral
2467,neutral
2468,neutral
2469,positive
2470,neutral
2471,neutral
2472,positive
2473,neutral
2474,positive
2475,negative
2476,neutral
2477,positive
2478,neutral
2479,neutral
2480,positive
2481,neutral
2482,positive
2483,neutral
2484,neutral
2485,neutral
2486,neutral
2487,positive
2488,positive
2489,positive
2490,positive
2491,negative
2492,neutral
2493,positive
2494,neutral
2495,neutral
2496,neutral
2497,positive
2498,positive
2499,negative
2500,negative
2501,neutral
2502,positive
2503,positive
2504,negative
2505,neutral
2506,positive
2507,neutral
2508,neutral
2509,neutral
2510,neutral
2511,neutral
2512,neutral
2513,positive
2514,neutral
2515,positive
2516,neutral
2517,negative
2518,neutral
2519,neutral
2520,neutral
2521,neutral
2522,neutral
2523,neutral
2524,neutral
2525,negative
2526,neutral
2527,positive
2528,neutral
2529,neutral
2530,neutral
2531,neutral
2532,neutral
2533,neutral
2534,neutral
2535,neutral
2536,neutral
2537,neutral
2538,neutral
2539,positive
2540,neutral
2541,neutral
2542,neutral
2543,neutral
2544,positive
2545,neutral
2546,neutral
2547,neutral
2548,negative
2549,positive
2550,neutral
2551,positive
2552,neutral
2553,neutral
2554,positive
2555,positive
2556,neutral
2557,positive
2558,positive
2559,neutral
2560,positive
2561,positive
2562,neutral
2563,neutral
2564,neutral
2565,neutral
2566,neutral
2567,neutral
2568,neutral
2569,neutral
2570,neutral
2571,neutral
2572,neutral
2573,neutral
2574,negative
2575,neutral
2576,negative
2577,neutral
2578,positive
2579,negative
2580,neutral
2581,neutral
2582,neutral
2583,positive
2584,positive
2585,neutral
2586,neutral
2587,neutral
2588,positive
2589,neutral
2590,neutral
2591,neutral
2592,negative
2593,neutral
2594,positive
2595,neutral
2596,neutral
2597,neutral
2598,positive
2599,neutral
2600,neutral
2601,positive
2602,positive
2603,positive
2604,positive
2605,neutral
2606,positive
2607,neutral
2608,positive
2609,positive
2610,neutral
2611,positive
2612,neutral
2613,neutral
2614,positive
2615,neutral
2616,positive
2617,neutral
2618,neutral
2619,neutral
2620,neutral
2621,positive
2622,positive
2623,positive
2624,positive
2625,neutral
2626,neutral
2627,positive
2628,neutral
2629,positive
2630,negative
2631,positive
2632,positive
2633,positive
2634,neutral
2635,neutral
2636,neutral
2637,positive
2638,positive
2639,neutral
2640,neutral
2641,neutral
2642,neutral
2643,neutral
2644,neutral
2645,neutral
2646,negative
2647,neutral
2648,positive
2649,neutral
2650,neutral
2651,neutral
2652,neutral
2653,neutral
2654,positive
2655,positive
2656,positive
2657,positive
2658,neutral
2659,negative
2660,neutral
2661,positive
2662,neutral
2663,positive
2664,neutral
2665,neutral
2666,neutral
2667,positive
2668,neutral
2669,neutral
2670,neutral
2671,positive
2672,neutral
2673,positive
2674,neutral
2675,neutral
2676,neutral
2677,neutral
2678,neutral
2679,neutral
2680,neutral
2681,neutral
2682,neutral
2683,positive
2684,neutral
2685,neutral
2686,neutral
2687,neutral
2688,neutral
2689,positive
2690,neutral
2691,positive
2692,positive
2693,neutral
2694,neutral
2695,neutral
2696,neutral
2697,neutral
2698,neutral
2699,neutral
2700,neutral
2701,positive
2702,positive
2703,positive
2704,positive
2705,positive
2706,positive
2707,neutral
2708,positive
2709,positive
2710,positive
2711,neutral
2712,positive
2713,positive
2714,neutral
2715,neutral
2716,neutral
2717,positive
2718,neutral
2719,positive
2720,neutral
2721,neutral
2722,neutral
2723,neutral
2724,neutral
2725,neutral
2726,negative
2727,neutral
2728,neutral
2729,neutral
2730,neutral
2731,neutral
2732,neutral
2733,neutral
2734,neutral
2735,positive
2736,neutral
2737,neutral
2738,neutral
2739,negative
2740,neutral
2741,neutral
2742,neutral
2743,neutral
2744,neutral
2745,negative
2746,positive
2747,neutral
2748,neutral
2749,positive
2750,neutral
2751,neutral
2752,negative
2753,negative
2754,neutral
2755,neutral
2756,negative
2757,neutral
2758,positive
2759,neutral
2760,neutral
2761,positive
2762,positive
2763,positive
2764,neutral
2765,neutral
2766,neutral
2767,neutral
2768,neutral
2769,neutral
2770,neutral
2771,neutral
2772,neutral
2773,neutral
2774,neutral
2775,negative
2776,neutral
2777,neutral
2778,neutral
2779,neutral
2780,neutral
2781,neutral
2782,neutral
2783,neutral
2784,positive
2785,positive
2786,neutral
2787,neutral
2788,neutral
2789,positive
2790,positive
2791,neutral
2792,positive
2793,positive
2794,neutral
2795,neutral
2796,positive
2797,neutral
2798,neutral
2799,neutral
2800,negative
2801,neutral
2802,neutral
2803,neutral
2804,neutral
2805,neutral
2806,neutral
2807,neutral
2808,negative
2809,neutral
2810,neutral
2811,neutral
2812,positive
2813,neutral
2814,neutral
2815,neutral
2816,neutral
2817,neutral
2818,positive
2819,negative
2820,positive
2821,neutral
2822,positive
2823,neutral
2824,neutral
2825,positive
2826,neutral
2827,neutral
2828,positive
2829,positive
2830,positive
2831,neutral
2832,neutral
2833,neutral
2834,positive
2835,positive
2836,neutral
2837,neutral
2838,neutral
2839,neutral
2840,positive
2841,neutral
2842,positive
2843,positive
2844,neutral
2845,neutral
2846,neutral
2847,neutral
2848,neutral
2849,neutral
2850,neutral
2851,positive
2852,neutral
2853,positive
2854,neutral
2855,positive
2856,negative
2857,neutral
2858,positive
2859,neutral
2860,positive
2861,positive
2862,neutral
2863,neutral
2864,neutral
2865,neutral
2866,positive
2867,neutral
2868,negative
2869,positive
2870,neutral
2871,positive
2872,neutral
2873,neutral
2874,neutral
2875,negative
2876,neutral
2877,neutral
2878,neutral
2879,neutral
2880,neutral
2881,neutral
2882,neutral
2883,neutral
2884,neutral
2885,neutral
2886,neutral
2887,positive
2888,neutral
2889,neutral
2890,neutral
2891,neutral
2892,neutral
2893,neutral
2894,positive
2895,neutral
2896,positive
2897,positive
2898,neutral
2899,neutral
2900,neutral
2901,positive
2902,neutral
2903,neutral
2904,negative
2905,neutral
2906,neutral
2907,neutral
2908,positive
2909,positive
2910,neutral
2911,neutral
2912,positive
2913,neutral
2914,neutral
2915,positive
2916,neutral
2917,positive
2918,neutral
2919,neutral
2920,neutral
2921,negative
2922,positive
2923,positive
2924,neutral
2925,neutral
2926,neutral
2927,neutral
2928,positive
2929,neutral
2930,negative
2931,neutral
2932,neutral
2933,neutral
2934,positive
2935,positive
2936,neutral
2937,neutral
2938,neutral
2939,positive
2940,neutral
2941,positive
2942,neutral
2943,neutral
2944,neutral
2945,positive
2946,positive
2947,positive
2948,neutral
2949,neutral
2950,neutral
2951,neutral
2952,neutral
2953,neutral
2954,neutral
2955,neutral
2956,positive
2957,positive
2958,neutral
2959,neutral
2960,neutral
2961,neutral
2962,neutral
2963,negative
2964,neutral
2965,neutral
2966,neutral
2967,neutral
2968,neutral
2969,neutral
2970,neutral
2971,positive
2972,negative
2973,neutral
2974,positive
2975,neutral
2976,negative
2977,neutral
2978,neutral
2979,positive
2980,neutral
2981,neutral
2982,neutral
2983,positive
2984,neutral
2985,positive
2986,neutral
2987,positive
2988,neutral
2989,neutral
2990,neutral
2991,neutral
2992,neutral
2993,neutral
2994,neutral
2995,neutral
2996,positive
2997,neutral
2998,positive
2999,neutral
3000,positive
3001,neutral
3002,neutral
3003,positive
3004,negative
3005,neutral
3006,neutral
3007,neutral
3008,neutral
3009,neutral
3010,neutral
3011,neutral
3012,neutral
3013,neutral
3014,neutral
3015,neutral
3016,neutral
3017,neutral
3018,neutral
3019,positive
3020,positive
3021,neutral
3022,positive
3023,neutral
3024,positive
3025,positive
3026,positive
3027,neutral
3028,neutral
3029,negative
3030,negative
3031,positive
3032,neutral
3033,neutral
3034,neutral
3035,neutral
3036,negative
3037,neutral
3038,positive
3039,neutral
3040,neutral
3041,neutral
3042,neutral
3043,neutral
3044,neutral
3045,positive
3046,neutral
3047,negative
3048,neutral
3049,positive
3050,neutral
3051,neutral
3052,positive
3053,positive
3054,positive
3055,neutral
3056,neutral
3057,neutral
3058,neutral
3059,neutral
3060,positive
3061,positive
3062,neutral
3063,positive
3064,neutral
3065,neutral
3066,positive
3067,positive
3068,neutral
3069,neutral
3070,positive
3071,neutral
3072,neutral
3073,positive
3074,neutral
3075,negative
3076,neutral
3077,positive
3078,positive
3079,positive
3080,positive
3081,negative
3082,neutral
3083,positive
3084,neutral
3085,negative
3086,neutral
3087,neutral
3088,positive
3089,neutral
3090,neutral
3091,neutral
3092,neutral
3093,neutral
3094,neutral
3095,neutral
3096,neutral
3097,neutral
3098,positive
3099,neutral
3100,neutral
3101,positive
3102,neutral
3103,neutral
3104,neutral
3105,neutral
3106,neutral
3107,positive
3108,neutral
3109,neutral
3110,positive
3111,positive
3112,positive
3113,positive
3114,positive
3115,neutral
3116,neutral
3117,neutral
3118,negative
3119,neutral
3120,neutral
3121,neutral
3122,neutral
3123,neutral
3124,neutral
3125,neutral
3126,positive
3127,positive
3128,negative
3129,neutral
3130,neutral
3131,neutral
3132,positive
3133,positive
3134,neutral
3135,positive
3136,neutral
3137,neutral
3138,neutral
3139,positive
3140,positive
3141,neutral
3142,neutral
3143,neutral
3144,neutral
3145,neutral
3146,neutral
3147,neutral
3148,neutral
3149,neutral
3150,neutral
3151,positive
3152,positive
3153,neutral
3154,neutral
3155,neutral
3156,neutral
3157,neutral
3158,neutral
3159,neutral
3160,neutral
3161,positive
3162,neutral
3163,positive
3164,neutral
3165,positive
3166,positive
3167,neutral
3168,neutral
3169,negative
3170,neutral
3171,neutral
3172,neutral
3173,positive
3174,neutral
3175,neutral
3176,neutral
3177,neutral
3178,positive
3179,neutral
3180,positive
3181,neutral
3182,neutral
3183,neutral
3184,neutral
3185,positive
3186,neutral
3187,positive
3188,neutral
3189,positive
3190,positive
3191,neutral
3192,neutral
3193,positive
3194,positive
3195,positive
3196,negative
3197,positive
3198,positive
3199,negative
3200,neutral
3201,negative
3202,neutral
3203,positive
3204,neutral
3205,neutral
3206,neutral
3207,negative
3208,neutral
3209,positive
3210,positive
3211,neutral
3212,positive
3213,neutral
3214,positive
3215,positive
3216,neutral
3217,neutral
3218,neutral
3219,positive
3220,neutral
3221,negative
3222,neutral
3223,positive
3224,neutral
3225,neutral
3226,neutral
3227,positive
3228,neutral
3229,positive
3230,neutral
3231,neutral
3232,neutral
3233,neutral
3234,neutral
3235,neutral
3236,neutral
3237,neutral
3238,positive
3239,positive
3240,positive
3241,neutral
3242,neutral
3243,negative
3244,neutral
3245,neutral
3246,neutral
3247,neutral
3248,neutral
3249,neutral
3250,positive
3251,neutral
3252,neutral
3253,positive
3254,neutral
3255,neutral
3256,neutral
3257,negative
3258,neutral
3259,neutral
3260,neutral
3261,positive
3262,positive
3263,neutral
3264,neutral
3265,neutral
3266,neutral
3267,neutral
3268,neutral
3269,neutral
3270,neutral
3271,positive
3272,neutral
3273,neutral
3274,neutral
3275,neutral
3276,neutral
3277,positive
3278,positive
3279,neutral
3280,neutral
3281,positive
3282,neutral
3283,neutral
3284,neutral
3285,neutral
3286,neutral
3287,neutral
3288,neutral
3289,positive
3290,neutral
3291,positive
3292,positive
3293,neutral
3294,neutral
3295,positive
3296,positive
3297,positive
3298,neutral
3299,neutral
3300,positive
3301,positive
3302,neutral
3303,neutral
3304,positive
3305,neutral
3306,neutral
3307,neutral
3308,positive
3309,neutral
3310,positive
3311,neutral
3312,neutral
3313,positive
3314,neutral
3315,neutral
3316,neutral
3317,positive
3318,positive
3319,neutral
3320,neutral
3321,positive
3322,neutral
3323,neutral
3324,neutral
3325,positive
3326,negative
3327,positive
3328,neutral
3329,positive
3330,neutral
3331,positive
3332,neutral
3333,neutral
3334,neutral
3335,neutral
3336,neutral
3337,neutral
3338,neutral
3339,neutral
3340,negative
3341,neutral
3342,neutral
3343,neutral
3344,neutral
3345,positive
3346,positive
3347,positive
3348,neutral
3349,negative
3350,neutral
3351,positive
3352,negative
3353,negative
3354,neutral
3355,positive
3356,neutral
3357,positive
3358,neutral
3359,positive
3360,neutral
3361,positive
3362,positive
3363,neutral
3364,neutral
3365,neutral
3366,positive
3367,neutral
3368,positive
3369,positive
3370,negative
3371,neutral
3372,positive
3373,neutral
3374,positive
3375,neutral
3376,negative
3377,positive
3378,neutral
3379,neutral
3380,neutral
3381,neutral
3382,positive
3383,neutral
3384,positive
3385,positive
3386,positive
3387,neutral
3388,neutral
3389,positive
3390,positive
3391,neutral
3392,neutral
3393,neutral
3394,positive
3395,neutral
3396,negative
3397,positive
3398,neutral
3399,positive
3400,neutral
3401,neutral
3402,neutral
3403,positive
3404,neutral
3405,neutral
3406,neutral
3407,neutral
3408,neutral
3409,neutral
3410,neutral
3411,neutral
3412,negative
3413,negative
3414,neutral
3415,positive
3416,neutral
3417,positive
3418,neutral
3419,neutral
3420,neutral
3421,positive
3422,positive
3423,neutral
3424,neutral
3425,neutral
3426,positive
3427,neutral
3428,positive
3429,positive
3430,neutral
3431,neutral
3432,positive
3433,neutral
3434,neutral
3435,neutral
3436,negative
3437,neutral
3438,neutral
3439,neutral
3440,neutral
3441,positive
3442,negative
3443,positive
3444,neutral
3445,neutral
3446,negative
3447,neutral
3448,positive
3449,negative
3450,neutral
